Costumer_name,Costumer_age,Costumer_email,Costumer_address,Type_situation,Outcome_insurance,Days_to_fix,Active_user,Car_model,Year,Count_claims,Situation_Date,Costumer_id
Dr. Otávio Correia,51,wda-mata@example.org,"Fazenda Vitor Gabriel Ramos, 60
Estoril
88670995 Pires de da Luz / MT",Collision,NOT USED,82,0,SEAT Leon,2023,1,2022-02-21,709
Manuela Rocha,28,tfogaca@example.org,"Trecho Duarte, 48
Santa Branca
93717336 Oliveira / AC",Fire,DENIED,104,0,Honda Insight,2023,2,2022-10-10,588
Alice Novaes,55,da-cunhapedro@example.net,"Jardim de Almeida, 94
Esperança
83930954 Castro de da Cruz / RN",Natural Phenomena,NOT USED,73,0,Renault Clio,2023,2,2023-03-25,710
Alice Novaes,55,da-cunhapedro@example.net,"Jardim de Almeida, 94
Esperança
83930954 Castro de da Cruz / RN",Natural Phenomena,NOT USED,73,0,Renault Clio,2020,2,2022-05-08,710
Caio Correia,68,joao-felipe00@example.org,"Recanto de da Mota
Barroca
50327935 Jesus / SP",Fire,APPROVED,59,1,Mahindra Alturas G4,2018 ,2,2023-04-18,312
Marcos Vinicius Costela,38,luizasales@example.net,"Aeroporto de Fogaça, 623
Caiçaras
92391612 Dias / SP",Fire,NOT USED,67,1,Jaguar XE,2023,1,2023-08-26,711
Elisa Cardoso,58,julia27@example.net,"Colônia Lívia da Costa, 32
João Pinheiro
70077-619 Teixeira / BA",Collision,DENIED,92,1,Mahindra Scorpio,2020 ,3,2023-08-01,712
Ana Júlia Azevedo,29,nuneseduarda@example.org,"Campo Yago Nunes, 73
Alto Caiçaras
84262458 Jesus do Campo / PA",Robbery,DENIED,80,1,Caterham Seven 360,2023,1,2023-03-21,713
Marcelo Fogaça,61,luiz-miguelfreitas@example.org,"Condomínio Vitor Campos
Novo Glória
27151602 Cardoso de Freitas / RO",Natural Phenomena,DENIED,89,1,Nissan Versa,2019,1,2022-09-21,714
João Gabriel Pereira,45,araujopedro-henrique@example.net,"Parque Ana Júlia Correia, 11
Jatobá
56361-962 da Cunha da Praia / PB",Collision,APPROVED,63,0,Mini Clubman,2023,1,2023-10-13,715
Bruna Gomes,50,fernanda11@example.org,"Viela Vitor Hugo Costela, 60
Jaraguá
20235-119 da Costa das Pedras / RS",Fire,APPROVED,93,1,Vauxhall Mokka,2023,1,2022-09-28,716
Diego Correia,39,cauada-rosa@example.org,"Favela Gomes, 21
Vila Independencia 2ª Seção
38898201 Rodrigues / PE",Robbery,DENIED,91,1,Dodge Challenger SRT Demon,2018,1,2022-01-12,717
Dr. João Pedro da Rosa,32,pjesus@example.com,"Largo Davi Lucas Nunes, 23
São Jorge 3ª Seção
05784572 Moreira / AC",Fire,APPROVED,85,0,Ferrari GTC4Lusso,2017 ,1,2023-07-10,718
Dr. Benício Moura,44,cavalcantinina@example.net,"Esplanada Sarah Santos, 74
Pongelupe
74244-849 Peixoto das Pedras / RJ",Collision,NOT USED,61,0,Mitsubishi Outlander Sport,2011 ,1,2023-12-04,719
Marina Campos,67,gabriel87@example.com,"Largo Evelyn da Cruz, 44
Garças
50706888 Correia do Galho / RR",Robbery,DENIED,86,1,Lucid Motors Lucid Air Dream Edition Performance,2022,1,2022-08-19,720
Davi Vieira,52,nathan11@example.org,"Vila Luigi Pereira, 25
Pongelupe
12315-627 Lopes / MS",Fire,NOT USED,89,1,Renault Clio,2023,3,2023-10-02,721
Davi Vieira,52,nathan11@example.org,"Vila Luigi Pereira, 25
Pongelupe
12315-627 Lopes / MS",Fire,NOT USED,89,1,Renault Clio,2020,3,2023-02-22,721
Heloísa Araújo,22,dcampos@example.com,"Vereda de Pires, 76
Santa Cecilia
46915331 Barbosa / GO",Robbery,DENIED,89,1,Chrysler 300,2023,1,2022-01-09,722
Mirella da Luz,24,da-luzaugusto@example.org,"Chácara Gustavo Peixoto, 781
Vila Mantiqueira
62895-941 Lima / AL",Robbery,APPROVED,80,0,Chevrolet Suburban,1935,2,2023-03-24,723
Mirella da Luz,24,da-luzaugusto@example.org,"Chácara Gustavo Peixoto, 781
Vila Mantiqueira
62895-941 Lima / AL",Robbery,APPROVED,80,0,Chevrolet Suburban,1935,2,2022-09-24,723
Maria Eduarda Barros,45,lda-luz@example.org,"Feira de Moraes
Ventosa
19429-082 Oliveira de Pinto / CE",Fire,NOT USED,42,0,Polestar Polestar 1,2021,2,2022-05-28,511
Mirella Jesus,32,pietro33@example.net,"Alameda Luiza Costa, 89
Santa Margarida
48571-923 Ribeiro / BA",Natural Phenomena,DENIED,13,0,McLaren Artura,2022,1,2023-12-27,724
Cecília Lopes,43,enzo-gabriel59@example.org,"Travessa de da Conceição, 8
Canaa
99370-637 da Luz / PR",Fire,APPROVED,2,0,Volkswagen Passat,1973,2,2022-02-20,584
João Novaes,27,da-costacarolina@example.com,"Fazenda Valentina Moura
Nossa Senhora Do Rosário
61808763 Santos do Norte / SE",Natural Phenomena,APPROVED,47,0,Honda HR-V,2023,1,2023-10-17,725
Dra. Maria Alice Cardoso,24,ryan96@example.org,"Travessa Mariane Araújo, 60
São Geraldo
80559137 Barbosa Paulista / SP",Collision,NOT USED,36,0,Toyota Mirai,2020,1,2023-05-08,726
Marcelo da Paz,48,joao-lucasvieira@example.com,"Ladeira da Paz, 64
Conjunto São Francisco De Assis
81602682 Ramos / AL",Collision,NOT USED,12,1,Peugeot 3008,2023,1,2023-12-27,727
Enzo Nascimento,36,dcunha@example.org,"Distrito de Gomes
Independência
91177687 Fernandes / AL",Robbery,APPROVED,103,0,Volvo V60,2023,1,2022-01-02,728
Anthony da Rocha,57,fernando60@example.org,"Feira de Vieira, 79
Vila Vista Alegre
34655-530 das Neves de Rodrigues / BA",Robbery,APPROVED,30,1,Ferrari California T,2015 ,1,2022-04-10,729
Bianca Santos,67,theoporto@example.org,"Trecho da Mota, 667
Bonsucesso
03639219 Moura / RO",Natural Phenomena,APPROVED,87,1,Fisker Pear,2023,1,2022-05-19,730
Sra. Catarina da Mata,33,mlima@example.org,"Campo de Caldeira, 3
São Francisco
15449-847 da Rocha Alegre / AP",Collision,APPROVED,35,1,Suzuki Baleno,2023,2,2023-02-02,731
Sra. Catarina da Mata,33,mlima@example.org,"Campo de Caldeira, 3
São Francisco
15449-847 da Rocha Alegre / AP",Collision,APPROVED,35,1,Suzuki Baleno,2020,2,2023-05-08,731
Davi Farias,69,mouralorenzo@example.net,"Distrito Mendes, 99
Lagoa
46738704 Correia de Goiás / PR",Robbery,NOT USED,58,0,Suzuki Baleno,2023,2,2023-03-10,732
Davi Farias,69,mouralorenzo@example.net,"Distrito Mendes, 99
Lagoa
46738704 Correia de Goiás / PR",Robbery,NOT USED,58,0,Suzuki Baleno,2020,2,2023-11-09,732
Enzo Gabriel Rodrigues,31,da-pazana-sophia@example.org,"Chácara Cavalcanti, 41
Santa Helena
16997428 Porto de Freitas / MG",Fire,APPROVED,41,0,Suzuki XL7,2023,2,2022-01-17,733
Enzo Gabriel Rodrigues,31,da-pazana-sophia@example.org,"Chácara Cavalcanti, 41
Santa Helena
16997428 Porto de Freitas / MG",Fire,APPROVED,41,0,Suzuki XL7,2020,2,2023-09-09,733
Thales da Rosa,27,ian66@example.com,"Praça Mendes, 269
Silveira
31074-670 da Rocha / RN",Fire,NOT USED,106,0,Vauxhall Mokka,2023,1,2022-05-31,734
Alice Costela,52,isadoracardoso@example.org,"Alameda Barbosa, 4
Morro Dos Macacos
08953-832 Fogaça Grande / PE",Fire,NOT USED,5,0,Opel/Vauxhall Crossland,2023,2,2022-10-19,735
Maria Santos,57,alana24@example.org,"Vila Emanuella Correia, 225
Cenaculo
90888-837 Rocha / AP",Collision,DENIED,84,0,Fisker Pear,2023,1,2023-05-21,736
Murilo Gonçalves,49,maria-juliarodrigues@example.org,"Quadra Renan da Cunha, 9
Jardim Felicidade
55392-597 Correia de Aragão / PI",Fire,APPROVED,81,1,Alpina XB7,2023,1,2023-11-15,737
Srta. Luna Almeida,28,alexia05@example.org,"Sítio da Cunha, 476
Venda Nova
02819695 da Cruz de Fogaça / MT",Collision,NOT USED,57,0,Chevrolet Equinox,2005,2,2022-06-17,738
Srta. Luna Almeida,28,alexia05@example.org,"Sítio da Cunha, 476
Venda Nova
02819695 da Cruz de Fogaça / MT",Collision,NOT USED,57,0,Chevrolet Equinox,2023,2,2023-08-12,738
Luiz Felipe Mendes,49,teixeiraolivia@example.net,"Ladeira Ferreira, 42
Vila Calafate
52672-274 Nascimento / MT",Robbery,DENIED,90,0,Caterham Seven 620,2023,1,2022-05-12,739
Paulo Pinto,46,ana-carolina92@example.org,"Setor Dias, 76
Vila Ouro Minas
35608-320 Dias / PB",Natural Phenomena,NOT USED,80,1,Rolls-Royce Wraith,2014,1,2022-12-15,740
Diogo Silva,61,ryan42@example.org,"Vereda Henrique Azevedo, 767
Teixeira Dias
42028790 Moreira / AL",Robbery,DENIED,68,0,SEAT Leon Sportstourer,2023,1,2023-02-11,741
Dra. Alexia Pires,28,jda-cunha@example.net,"Esplanada Joana Rocha, 83
Vila Do Pombal
62446-759 Castro / AL",Robbery,APPROVED,11,1,Volkswagen Atlas,2018,1,2023-09-17,742
Fernanda Porto,53,nda-conceicao@example.net,"Loteamento de Gonçalves
Sagrada Família
69933-159 Duarte do Oeste / SP",Fire,NOT USED,103,1,Chevrolet Suburban,1935,2,2022-11-10,743
Fernanda Porto,53,nda-conceicao@example.net,"Loteamento de Gonçalves
Sagrada Família
69933-159 Duarte do Oeste / SP",Fire,NOT USED,103,1,Chevrolet Suburban,1935,2,2022-07-12,743
Gabriel Novaes,70,maria-ceciliapires@example.org,"Jardim Cunha, 25
Vila Santa Monica 1ª Seção
46856316 Fernandes do Oeste / PI",Fire,APPROVED,68,1,Dodge Durango,2023,1,2023-08-27,744
Clara Caldeira,29,daniela85@example.com,"Feira Gomes, 40
Vila Das Oliveiras
61283145 Jesus de Costela / PI",Fire,DENIED,32,0,Chevrolet Silverado 1500,1999,2,2022-03-30,745
Clara Caldeira,29,daniela85@example.com,"Feira Gomes, 40
Vila Das Oliveiras
61283145 Jesus de Costela / PI",Fire,DENIED,32,0,Chevrolet Silverado 1500,1998,2,2023-09-08,745
Dr. Thiago Caldeira,35,lrezende@example.org,"Pátio Miguel Nunes, 5
Ouro Minas
69614-038 Barros / PE",Natural Phenomena,NOT USED,88,1,Subaru Legacy,2019,1,2023-01-15,746
Anthony da Cunha,56,melissa49@example.org,"Avenida de Barbosa, 98
Vila Havaí
15580-698 da Paz da Mata / BA",Fire,DENIED,1,0,Chevrolet Bolt EV,2017,1,2022-11-10,747
Maria Alice Dias,36,gabrielly78@example.net,"Estação Ferreira, 98
Grota
88911-595 Novaes / SC",Collision,DENIED,102,1,Subaru Legacy,2019,1,2022-05-03,748
Samuel das Neves,27,valmeida@example.net,"Núcleo Porto, 69
Vila Fumec
10433640 Costa do Amparo / PE",Robbery,NOT USED,72,1,Ferrari 812 Superfast,2018 ,1,2023-02-07,749
Camila Costela,52,gomesjoaquim@example.org,"Quadra Ian da Rosa, 48
Vila Olhos D'água
43440-295 Teixeira / AL",Collision,APPROVED,70,0,Ferrari Roma,2021 ,1,2022-02-15,750
Stella Dias,50,anthonycaldeira@example.org,"Alameda Porto, 193
Álvaro Camargos
15920241 Pinto do Norte / SE",Collision,DENIED,30,0,Suzuki XL7,2023,2,2022-04-10,751
Stella Dias,50,anthonycaldeira@example.org,"Alameda Porto, 193
Álvaro Camargos
15920241 Pinto do Norte / SE",Collision,DENIED,30,0,Suzuki XL7,2020,2,2023-06-02,751
Mariane Silveira,48,ramosmaite@example.org,"Rodovia de Jesus, 25
Paraíso
12363-270 da Rocha / PA",Natural Phenomena,APPROVED,26,0,Alfa Romeo Stelvio,2023,1,2022-04-02,752
Ana Beatriz Monteiro,29,da-rochacalebe@example.org,"Chácara Aragão, 96
Vila Da Amizade
37014-019 da Cruz de Vieira / AL",Natural Phenomena,NOT USED,88,1,Koenigsegg Jesko,2022,1,2022-06-29,753
Noah da Rosa,24,zaragao@example.com,"Morro Ana Lívia da Rosa, 63
Nova Floresta
56616798 da Cunha de Goiás / SE",Collision,NOT USED,59,0,Ford Edge,2015,1,2023-09-11,754
Gabriel da Rosa,42,daniela23@example.org,"Feira de Costela, 17
Betânia
68430563 Vieira Paulista / DF",Robbery,APPROVED,34,1,Tata Motors Harrier,2019,1,2023-04-02,755
Lucca Cardoso,28,cauemoreira@example.org,"Vereda João da Cunha
Vila Independencia 1ª Seção
41827-513 da Costa / AL",Robbery,NOT USED,86,0,Koenigsegg Agera R,2011,1,2023-11-23,756
Sr. Daniel Araújo,55,ninadias@example.com,"Rua da Luz
Vila Boa Vista
51128179 Duarte de Pires / GO",Natural Phenomena,NOT USED,31,0,SEAT Arona,2023,1,2022-06-19,757
Sr. Pedro Henrique da Luz,26,kfogaca@example.net,"Travessa Vicente Duarte, 79
Aparecida 7ª Seção
92685-026 da Rocha / SP",Robbery,NOT USED,25,1,Suzuki Across,2023,1,2023-07-06,758
Sra. Maysa Castro,67,lcastro@example.net,"Jardim de Fernandes, 195
Jardinópolis
63604509 da Mata da Serra / AL",Natural Phenomena,APPROVED,109,1,Morgan Plus 6,2023,1,2023-04-26,759
Juan Farias,45,da-luzemanuelly@example.com,"Sítio de Santos, 6
Gutierrez
63593-927 Nogueira / GO",Robbery,DENIED,73,1,Chrysler Pacifica Hybrid,2023,1,2023-01-05,760
Isis Fogaça,63,castroleandro@example.org,"Fazenda de Freitas, 247
Vila Ouro Minas
15140743 Silva do Galho / RR",Collision,NOT USED,7,1,Pagani Huayra R,2017,1,2022-08-07,761
Rafael Pinto,48,asilveira@example.net,"Condomínio Pedro Lucas Gomes, 2
São Cristóvão
78137-903 Costa da Prata / PA",Robbery,DENIED,84,0,Honda HR-V,2023,1,2022-02-16,762
Ana Beatriz Farias,30,pedro-miguel25@example.net,"Jardim Lima, 7
Vila Piratininga Venda Nova
05230-947 Oliveira / PE",Robbery,DENIED,56,1,Chevrolet Cruze,2016,1,2022-04-27,763
Nicole Lopes,68,isabella26@example.org,"Vale Gabriel Martins, 38
Vila Paris
73071-594 Fogaça de Castro / PI",Collision,APPROVED,94,1,Ferrari 812 Superfast,2018 ,2,2022-04-04,199
Henrique Ramos,34,portoenrico@example.org,"Fazenda de Azevedo, 3
Floresta
67263-213 Duarte / RN",Collision,DENIED,83,0,Alpina B5,2023,1,2022-11-20,764
Bryan da Cunha,67,vicentebarbosa@example.org,"Chácara de Correia, 61
Mangueiras
83913017 Azevedo dos Dourados / RN",Natural Phenomena,NOT USED,36,0,Dodge Grand Caravan,1984,1,2022-12-06,765
Davi Lucas Souza,49,moraesisabel@example.net,"Trevo Heloísa Freitas, 41
Novo Santa Cecilia
64783451 Ferreira / RJ",Fire,APPROVED,41,1,Renault Arkana,2023,2,2022-07-23,766
Davi Lucas Souza,49,moraesisabel@example.net,"Trevo Heloísa Freitas, 41
Novo Santa Cecilia
64783451 Ferreira / RJ",Fire,APPROVED,41,1,Renault Arkana,2022,2,2022-06-28,766
Mirella Costela,33,raquel42@example.org,"Travessa Teixeira, 93
São Bento
74027-370 da Costa / RJ",Natural Phenomena,APPROVED,63,1,Chevrolet Corvette,1953,2,2023-01-25,767
Mirella Costela,33,raquel42@example.org,"Travessa Teixeira, 93
São Bento
74027-370 da Costa / RJ",Natural Phenomena,APPROVED,63,1,Chevrolet Corvette,2020,2,2023-02-07,767
Vitória da Rosa,62,carvalhomanuela@example.org,"Vila Freitas
Santa Cruz
66002877 da Costa / BA",Robbery,DENIED,29,1,Opel/Vauxhall Grandland,2023,1,2023-04-13,768
Maria Cecília Rezende,64,mcardoso@example.com,"Vale Castro, 15
Parque São Pedro
99188564 Araújo / PR",Natural Phenomena,NOT USED,38,1,Morgan Plus 6,2023,1,2023-11-10,769
Valentina Costela,44,emillysales@example.org,"Parque de Pinto, 15
Heliopolis
03974-455 Campos / RN",Collision,DENIED,57,0,Renault Koleos,2017,2,2023-12-20,87
Cecília Martins,55,alveslarissa@example.com,"Núcleo de Cunha, 304
Etelvina Carneiro
26190-826 Lima / AL",Natural Phenomena,NOT USED,36,1,Nissan Versa,2019,1,2022-02-06,770
Juliana Gomes,27,cecilia37@example.net,"Travessa de Viana, 42
Tres Marias
68874-323 da Luz Verde / SE",Natural Phenomena,APPROVED,31,1,Mitsubishi Outlander Sport,2011 ,2,2023-11-07,771
Levi Pinto,46,nda-luz@example.net,"Viela de da Cunha, 77
Marajó
64112801 Azevedo de Minas / MA",Robbery,DENIED,43,1,Renault Arkana,2023,2,2023-02-07,772
Levi Pinto,46,nda-luz@example.net,"Viela de da Cunha, 77
Marajó
64112801 Azevedo de Minas / MA",Robbery,DENIED,43,1,Renault Arkana,2022,2,2022-01-23,772
Breno das Neves,68,kevincosta@example.net,"Fazenda Santos
Solimoes
05703034 Melo / RO",Collision,NOT USED,44,1,Caterham Seven 360,2023,2,2022-11-05,773
Vitor Cardoso,58,xsales@example.net,"Ladeira de Alves, 4
Vila Vista Alegre
36410086 Moura de Dias / SE",Fire,DENIED,5,1,Infiniti Q50,2023,1,2023-03-28,774
Enrico Costela,61,juliada-mata@example.net,"Parque de Moreira, 6
Dom Silverio
92569-698 Barros / GO",Collision,APPROVED,67,0,Skoda Octavia,2023,1,2023-02-12,775
Vitor da Cruz,50,elisaazevedo@example.net,"Vila de da Mota, 73
Pantanal
67189991 Rodrigues de Novaes / RR",Natural Phenomena,DENIED,24,1,Toyota Camry,2018,2,2023-06-07,776
Vitor da Cruz,50,elisaazevedo@example.net,"Vila de da Mota, 73
Pantanal
67189991 Rodrigues de Novaes / RR",Natural Phenomena,DENIED,24,1,Toyota Camry,2020,2,2023-10-26,776
Milena Costa,32,caue89@example.org,"Chácara Breno Alves, 63
Coração De Jesus
60175-594 da Cruz Alegre / AC",Natural Phenomena,DENIED,88,0,Nissan Murano,2019,1,2023-08-12,777
Lucas Gabriel da Cunha,55,ana-beatriz41@example.org,"Distrito de Nunes, 41
Casa Branca
36920-120 Pinto Alegre / RN",Collision,NOT USED,89,1,Mini Cooper SE,2023,1,2023-10-30,778
Emanuel da Mata,38,santoscecilia@example.com,"Esplanada Castro, 88
Estrela Do Oriente
43199-496 Rocha / AP",Robbery,DENIED,98,1,Nissan Rogue,2019,1,2022-09-12,779
Alice Martins,69,isis81@example.com,"Loteamento Juan Ferreira, 79
Eymard
07096-414 da Paz da Prata / CE",Fire,APPROVED,27,0,Faraday Future FF 91,2023,2,2023-10-12,780
Alice Martins,69,isis81@example.com,"Loteamento Juan Ferreira, 79
Eymard
07096-414 da Paz da Prata / CE",Fire,APPROVED,27,0,Faraday Future FF 91,2023,2,2022-02-12,780
Yasmin Rezende,65,kfreitas@example.net,"Trecho de Araújo, 878
Jardim Alvorada
79280138 da Cruz / CE",Fire,DENIED,59,1,Citroën C3 Aircross,2023,1,2022-12-05,781
Sr. Nathan Fernandes,21,vieiraraquel@example.net,"Jardim Juan Fernandes, 71
Ermelinda
82263539 Silveira de Alves / MG",Fire,NOT USED,110,1,Infiniti QX70,2023,1,2022-03-01,782
Vitor Carvalho,26,silvamiguel@example.com,"Lago Campos
Vila Santa Monica 1ª Seção
40718-417 Melo de Oliveira / MA",Fire,NOT USED,47,1,Maserati Levante,2017 ,1,2022-10-21,783
Srta. Daniela Peixoto,63,cunhaana@example.com,"Esplanada Barbosa, 838
Confisco
90795-438 Vieira / MT",Natural Phenomena,DENIED,12,1,Hyundai Accent,2019,1,2023-12-30,784
Nicole Rodrigues,38,nda-cruz@example.net,"Rodovia João Felipe Ribeiro, 533
Rio Branco
65010-536 Pinto / AC",Natural Phenomena,DENIED,5,0,Mazda Mazda3,2019,1,2023-12-12,785
Sra. Sarah Castro,25,bda-rosa@example.com,"Fazenda de Martins, 61
Jardim Do Vale
57663-725 Moraes da Praia / MA",Collision,DENIED,35,1,Isuzu FTR,2016,1,2023-08-27,786
Luigi Dias,45,carolina81@example.org,"Conjunto Costela, 53
Casa Branca
09935282 Peixoto / AM",Natural Phenomena,APPROVED,86,0,Saab 9-3 Convertible,2011,1,2023-05-02,787
Nicole Lima,56,tcardoso@example.com,"Quadra Ribeiro, 59
Vila Nova Cachoeirinha 3ª Seção
90503-992 Silveira de Melo / AM",Robbery,NOT USED,34,1,Fiat 124 Spider,2023,1,2022-10-12,788
Isabella Fernandes,55,mariane61@example.net,"Travessa Nunes, 1
Minas Caixa
34402-631 da Mata do Sul / SE",Fire,DENIED,63,0,Faraday Future FF 91,2023,3,2023-06-15,789
Isabella Fernandes,55,mariane61@example.net,"Travessa Nunes, 1
Minas Caixa
34402-631 da Mata do Sul / SE",Fire,DENIED,63,0,Faraday Future FF 91,2023,3,2022-05-05,789
Maria Clara Barbosa,49,julianada-conceicao@example.com,"Condomínio Lima, 48
Vila Pilar
46713-382 Cardoso do Sul / RR",Robbery,NOT USED,10,0,Cadillac XT6,2023,1,2023-05-14,790
Thomas Oliveira,21,emanuelcardoso@example.net,"Vila Costela, 4
Diamante
85552-114 Rocha / MG",Robbery,APPROVED,18,1,Lamborghini Sian,2020,1,2022-12-23,791
Daniela Pires,22,dpinto@example.net,"Recanto de Martins, 10
Conjunto Jardim Filadélfia
98972-474 Rodrigues do Galho / ES",Fire,DENIED,109,0,McLaren 720S,2018,1,2023-11-23,792
Gabriela Rocha,29,alexandremendes@example.com,"Lago Agatha Barbosa, 1
Caiçara - Adelaide
75940986 da Luz de Minas / PA",Natural Phenomena,DENIED,31,1,Genesis GV90,2023,1,2023-08-25,793
Maria Clara Farias,39,luanagomes@example.net,"Lago Correia, 79
Califórnia
53336248 Moura da Mata / PI",Robbery,NOT USED,79,1,Mahindra Bolero,2001 ,1,2023-07-26,794
Sr. Gabriel Barros,50,maria-vitoriada-conceicao@example.net,"Largo Ana Júlia Pereira, 66
João Paulo Ii
35886190 Barros Alegre / RS",Robbery,NOT USED,108,1,Bugatti EB 110 SS,1993,1,2022-11-13,795
Mirella Correia,37,nascimentoluiz-fernando@example.net,"Viela Jesus, 92
Betânia
32055650 Nogueira / SE",Natural Phenomena,APPROVED,78,0,Ferrari Portofino M,2021 ,1,2022-04-12,796
Maria Luiza Melo,58,castroevelyn@example.com,"Condomínio de Gomes, 603
Lagoinha
22425-141 Gonçalves / MG",Collision,NOT USED,51,1,Isuzu Ascender,2016,1,2023-06-15,797
Levi Moraes,41,zrocha@example.com,"Passarela Pinto, 19
Floramar
09955307 Martins das Pedras / MA",Collision,APPROVED,72,1,SEAT Ibiza,2023,3,2023-03-28,798
Rebeca da Luz,54,ffarias@example.org,"Praia de Rezende, 81
Vila Independencia 2ª Seção
45489-179 Alves das Pedras / PA",Natural Phenomena,DENIED,66,0,Skoda Fabia,2023,1,2023-09-25,799
Dra. Mirella Teixeira,54,vitor-gabrielalves@example.org,"Alameda Oliveira, 71
Nossa Senhora Aparecida
55453784 Pires / BA",Fire,NOT USED,21,0,Chevrolet Camaro,2010,2,2023-04-21,800
Dra. Mirella Teixeira,54,vitor-gabrielalves@example.org,"Alameda Oliveira, 71
Nossa Senhora Aparecida
55453784 Pires / BA",Fire,NOT USED,21,0,Chevrolet Camaro,2016,2,2022-11-28,800
Letícia da Conceição,32,maria-fernandadas-neves@example.com,"Recanto Fogaça
Senhor Dos Passos
53497714 Lima do Sul / RN",Fire,NOT USED,2,1,SEAT Arona,2023,1,2023-10-01,801
Ana Luiza das Neves,29,camilarezende@example.com,"Condomínio Murilo Gonçalves, 29
Das Industrias I
52764-096 da Rocha / MT",Collision,APPROVED,39,1,Cadillac CT5,2023,1,2022-08-10,802
Bruno Rodrigues,54,cauacampos@example.org,"Praça Campos, 7
Rio Branco
34697435 Rocha / PR",Robbery,APPROVED,54,1,Suzuki Swift,2023,4,2023-02-20,255
Bruno Rodrigues,54,cauacampos@example.org,"Praça Campos, 7
Rio Branco
34697435 Rocha / PR",Robbery,APPROVED,54,1,Suzuki Swift,2020,4,2023-11-03,255
Carlos Eduardo da Rocha,43,carolinecarvalho@example.com,"Viela da Rocha, 57
Silveira
11369999 Caldeira de Teixeira / AL",Collision,APPROVED,66,1,Nissan Rogue,2019,1,2022-07-25,803
Ana Carolina Barros,36,oviana@example.com,"Residencial Sarah Silveira
Itatiaia
42791-288 Ferreira / AM",Fire,NOT USED,100,1,Mahindra Thar,2020 ,1,2023-01-26,804
Giovanna da Rosa,36,monteiroalexandre@example.com,"Fazenda da Cruz, 88
Jardim Felicidade
67172-594 Vieira da Mata / PB",Fire,NOT USED,57,0,Wiesmann Roadster MF4,2009,3,2022-09-18,805
Sr. Ian Freitas,41,portoantonio@example.net,"Alameda Vitor Gabriel Pires, 37
São Bernardo
22494298 Araújo / PB",Natural Phenomena,APPROVED,61,1,Honda Accord,2021,1,2022-12-21,806
Elisa Oliveira,24,ppinto@example.com,"Núcleo de Pires, 64
Morro Dos Macacos
77398029 Fogaça / RJ",Collision,NOT USED,3,0,Mini Cooper S,2023,1,2022-06-17,807
